Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number	Characteristics[Variant]	Term Source REF	Term Accession Number	Characteristics[Sample type]	Term Source REF	Term Accession Number	Protocol REF	Sample Name	Factor Value[Sex]	Term Source REF	Term Accession Number	Factor Value[Tumor state]	Term Source REF	Term Accession Number	Factor Value[Tumor grade]	Term Source REF	Term Accession Number	Factor Value[Age]	Unit	Term Source REF	Term Accession Number	Factor Value[Neutral Status]	Term Source REF	Term Accession Number	Factor Value[ER status]	Term Source REF	Term Accession Number	Factor Value[HER2 status]	Term Source REF	Term Accession Number	Factor Value[Intercurrent tumors]	Term Source REF	Term Accession Number	Factor Value[Breed]	Term Source REF	Term Accession Number
16K-103	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-103	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				108	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Maltese		
16K-106	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Yorkshire Terrier	NCIT	http://purl.obolibrary.org/obo/NCIT_C53946	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-106	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				156	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C68749	Ovarian tumor (malignant)			Yorkshire Terrier		
16K-114	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-114	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				60	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Maltese		
16K-136	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Yorkshire Terrier	NCIT	http://purl.obolibrary.org/obo/NCIT_C53946	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-136	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				144	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Complex adenoma (1site)			Yorkshire Terrier		
16K-158	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Dachshund	NCIT	http://purl.obolibrary.org/obo/NCIT_C53899	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-158	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				84	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Complex adenoma (1 site)			Dachshund		
16K-162	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-162	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				96	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C68749				Maltese		
16K-215	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Poodle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53858	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-215	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				84	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Poodle		
16K-311	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-311	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				60	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C15493	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Maltese		
16K-317	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Pekingese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53940	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-317	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				144	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Xanthomas on back			Pekingese		
16K-351	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Poodle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53858	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-351	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				96	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Poodle		
16K-452	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-452	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				96	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Maltese		
16K-456	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Poodle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53858	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-456	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				Not Available	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Poodle		
16K-476	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-476	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				180	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C68749				Maltese		
16K-522	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Dachshund	NCIT	http://purl.obolibrary.org/obo/NCIT_C53899	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-522	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				Not Available	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Dachshund		
16K-711	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Yorkshire Terrier	NCIT	http://purl.obolibrary.org/obo/NCIT_C53946	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-711	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				144	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Yorkshire Terrier		
16K-719	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-719	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				120	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Benign mixed tumor			Maltese		
16K-737	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Cocker Spaniel	NCIT	http://purl.obolibrary.org/obo/NCIT_C53882	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-737	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				132	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Cocker Spaniel		
16K-755	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Schnauzer	NCIT	http://purl.obolibrary.org/obo/NCIT_C53772	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-755	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				132	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Schnauzer		
N-1	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Yorkshire Terrier	NCIT	http://purl.obolibrary.org/obo/NCIT_C53946	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-1	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				108	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Yorkshire Terrier		
N-10	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Miniature Poodle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53859	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-10	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C20197	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				48	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Not Available	NCIT	http://purl.obolibrary.org/obo/NCIT_C126101										Miniature Poodle		
N-11	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Chihuahua	NCIT	http://purl.obolibrary.org/obo/NCIT_C53929	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-11	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C20197	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				9	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Chihuahua		
N-12	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Italian Greyhound	NCIT	http://purl.obolibrary.org/obo/NCIT_C53935	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-12	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				6	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Not Available	NCIT	http://purl.obolibrary.org/obo/NCIT_C126101										Italian Greyhound		
N-13	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Miniature Poodle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53859	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-13	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				8	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Not Available	NCIT	http://purl.obolibrary.org/obo/NCIT_C126101										Miniature Poodle		
N-14	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Pug	NCIT	http://purl.obolibrary.org/obo/NCIT_C53942	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-14	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C20197	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				12	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Pug		
N-15	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-15	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				24	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Maltese		
N-16	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Cocker Spaniel	NCIT	http://purl.obolibrary.org/obo/NCIT_C53882	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-16	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				72	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Cocker Spaniel		
N-17	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Beagle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53897	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-17	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				18	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Beagle		
N-18	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Golden Retriever	NCIT	http://purl.obolibrary.org/obo/NCIT_C53872	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-18	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				12	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Golden Retriever		
N-19	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-19	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				72	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Maltese		
N-2	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Yorkshire Terrier	NCIT	http://purl.obolibrary.org/obo/NCIT_C53946	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-2	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C20197	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				96	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Yorkshire Terrier		
N-20	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-20	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				120	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Not Available	NCIT	http://purl.obolibrary.org/obo/NCIT_C126101										Maltese		
N-21	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-21	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C20197	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				43	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Maltese		
N-22	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Schnauzer	NCIT	http://purl.obolibrary.org/obo/NCIT_C53772	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-22	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C20197	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				39	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Schnauzer		
N-23	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-23	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				42	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Not Available	NCIT	http://purl.obolibrary.org/obo/NCIT_C126101										Maltese		
N-24	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-24	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				12	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Not Available	NCIT	http://purl.obolibrary.org/obo/NCIT_C126101										Maltese		
N-25	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-25	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				8	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Not Available	NCIT	http://purl.obolibrary.org/obo/NCIT_C126101										Maltese		
N-26	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Shih Tzu	NCIT	http://purl.obolibrary.org/obo/NCIT_C53943	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-26	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				84	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Shih Tzu		
N-27	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Shih Tzu	NCIT	http://purl.obolibrary.org/obo/NCIT_C53943	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-27	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				84	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Shih Tzu		
N-28	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Mixed Breed	NCIT	http://purl.obolibrary.org/obo/NCIT_C53951	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-28	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C20197	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				84	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Mixed Breed		
N-29	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Bichon Frise	NCIT	http://purl.obolibrary.org/obo/NCIT_C53856	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-29	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				34	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Bichon Frise		
