Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number	Characteristics[Variant]	Term Source REF	Term Accession Number	Characteristics[Sample type]	Term Source REF	Term Accession Number	Protocol REF	Sample Name	Factor Value[Sex]	Term Source REF	Term Accession Number	Factor Value[Tumor state]	Term Source REF	Term Accession Number	Factor Value[Tumor grade]	Term Source REF	Term Accession Number	Factor Value[Age]	Unit	Term Source REF	Term Accession Number	Factor Value[Neutral Status]	Term Source REF	Term Accession Number	Factor Value[ER status]	Term Source REF	Term Accession Number	Factor Value[HER2 status]	Term Source REF	Term Accession Number	Factor Value[Intercurrent tumors]	Term Source REF	Term Accession Number	Factor Value[Breed]	Term Source REF	Term Accession Number
16K-250	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Poodle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53858	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-250	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			192	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Poodle		
16K-252	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Poodle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53858	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-252	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	3			120	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Poodle		
16K-262	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-262	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	3			156	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C15493	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Simple adenoma (3 site), Benign mixed tumor (1 site)			Maltese		
16K-263	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-263	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			144	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Maltese		
16K-271	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Poodle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53858	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-271	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			168	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C68749	Simple carcinoma (grade 1) (1 site)			Poodle		
16K-276	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-276	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			168	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Carcinoma in benign tumor (grade 1) (1 site)			Maltese		
16K-278	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-278	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	2			120	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Maltese		
16K-283	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Cocker Spaniel	NCIT	http://purl.obolibrary.org/obo/NCIT_C53882	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-283	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	3			180	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Simple carcinoma (grade 3) (2 site), Simple carcinoma (grade 2) (2 site)			Cocker Spaniel		
16K-290	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Miniature Pinscher	NCIT	http://purl.obolibrary.org/obo/NCIT_C53938	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-290	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	2			96	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Not Available	NCIT	http://purl.obolibrary.org/obo/NCIT_C126101	Not Available	NCIT	http://purl.obolibrary.org/obo/NCIT_C126101				Miniature Pinscher		
16K-292	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Shih Tzu	NCIT	http://purl.obolibrary.org/obo/NCIT_C53943	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-292	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			24	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Shih Tzu		
16K-301	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Dachshund	NCIT	http://purl.obolibrary.org/obo/NCIT_C53899	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-301	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	3			204	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C15493	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C68749	Benign mixed tumor (1 site)			Dachshund		
16K-306	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Mixed Breed	NCIT	http://purl.obolibrary.org/obo/NCIT_C53951	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-306	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	2			144	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Simple carcinoma (grade 1) (3 site)			Mixed Breed		
16K-307	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Poodle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53858	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-307	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	2			144	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Simple carcinoma (grade 1) (1site)			Poodle		
16K-308	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Pomeranian	NCIT	http://purl.obolibrary.org/obo/NCIT_C53941	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-308	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	2			84	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C68749				Pomeranian		
16K-318	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Shih Tzu	NCIT	http://purl.obolibrary.org/obo/NCIT_C53943	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-318	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	3			168	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C15493	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Shih Tzu		
16K-319	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Not Available	NCIT	http://purl.obolibrary.org/obo/NCIT_C126101	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-319	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	2			Not Available	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Not Available	NCIT	http://purl.obolibrary.org/obo/NCIT_C126101	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Not Available		
16K-321	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Miniature Pinscher	NCIT	http://purl.obolibrary.org/obo/NCIT_C53938	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-321	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			144	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Miniature Pinscher		
16K-336	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Miniature Schnauzer	NCIT	http://purl.obolibrary.org/obo/NCIT_C53728	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-336	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			168	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Complex carcinoma (grade 1) (1 site), benign tumor in liver			Miniature Schnauzer		
16K-340	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Yorkshire Terrier	NCIT	http://purl.obolibrary.org/obo/NCIT_C53946	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-340	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	3			204	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C15493	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C68749	Ovarian malignant granulosa cell tumor, Metastasis of malignant tumor cells in lymph node			Yorkshire Terrier		
16K-348	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Shih Tzu	NCIT	http://purl.obolibrary.org/obo/NCIT_C53943	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-348	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			180	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C68749	Carcinoma (1 site), Complex adenoma (1 site), Benign mixed tumor (1site)			Shih Tzu		
16K-353	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Yorkshire Terrier	NCIT	http://purl.obolibrary.org/obo/NCIT_C53946	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-353	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	2			Not Available	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Yorkshire Terrier		
16K-354	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Yorkshire Terrier	NCIT	http://purl.obolibrary.org/obo/NCIT_C53946	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-354	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			192	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C15493	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C68749				Yorkshire Terrier		
16K-360	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Poodle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53858	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-360	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	2			180	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Simple carcinoma (grade 2) (1 site)			Poodle		
16K-365	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Shih Tzu	NCIT	http://purl.obolibrary.org/obo/NCIT_C53943	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-365	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			132	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C68749				Shih Tzu		
16K-374	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-374	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			96	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Complex carcinoma (grade 1) (1 site)			Maltese		
16K-381	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-381	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			168	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Simple carcinoma (grade 1 ) (1 site)			Maltese		
16K-400	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Shih Tzu	NCIT	http://purl.obolibrary.org/obo/NCIT_C53943	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-400	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			Not Available	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Shih Tzu		
16K-402	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Dachshund	NCIT	http://purl.obolibrary.org/obo/NCIT_C53899	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-402	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			168	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Simple carcinoma (grade 1) (1 site), Leiomyoma			Dachshund		
16K-405	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-405	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			132	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Simple carcinoma (grade 1) (1 site)			Maltese		
16K-414	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-414	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			168	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	simple adenoma (1 site)			Maltese		
16K-435	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Mixed Breed	NCIT	http://purl.obolibrary.org/obo/NCIT_C53951	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-435	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	2			156	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C68749	Simple carcinoma (grade 2) (1 site)			Mixed Breed		
16K-436	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Cocker Spaniel	NCIT	http://purl.obolibrary.org/obo/NCIT_C53882	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-436	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			132	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	adenoma (5 site), benign mixed tumor (1 site)			Cocker Spaniel		
16K-439	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Miniature Pinscher	NCIT	http://purl.obolibrary.org/obo/NCIT_C53938	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-439	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	3			168	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C15493	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Miniature Pinscher		
16K-440	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Chihuahua	NCIT	http://purl.obolibrary.org/obo/NCIT_C53929	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-440	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			168	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Complex carcinoma (grade 1) (1 site), Benign mixed tumor (1 site)			Chihuahua		
